Age,Height,Weight,CH2O,FAF,TUE,Gender,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,SCC,CALC,MTRANS,obesity_level
27,1.855353,87.002736,2.0,2.877473,1.0,Male,1,1,2,1,Sometimes,0,0,Sometimes,Public_Transportation,3
22,1.66,70.0,2.0,1.0,0.0,Male,0,1,2,4,Frequently,0,0,None,Public_Transportation,1
30,1.699474,100.088468,1.0,0.949976,1.506576,Male,1,1,2,2,Sometimes,0,0,None,Public_Transportation,5
34,1.717037,83.350366,2.0,1.0,0.0,Male,1,1,2,1,Sometimes,0,0,Sometimes,Automobile,3
26,1.644078,111.933152,2.777379,0.0,0.243338,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
20,1.7,65.0,2.0,1.0,1.0,Male,1,0,2,3,Sometimes,0,0,None,Public_Transportation,3
39,1.793378,101.482054,2.691322,2.545707,0.0,Male,1,1,2,1,Sometimes,0,0,Frequently,Automobile,4
25,1.629491,104.839068,2.653563,0.045246,0.923005,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
39,1.681855,79.437921,1.444379,0.0,0.0,Female,1,1,2,3,Sometimes,0,0,Sometimes,Automobile,2
38,1.673491,62.871794,2.0,0.684739,0.0,Female,1,1,3,2,Sometimes,0,0,None,Automobile,3
23,1.812919,120.344402,2.357969,1.586525,0.630866,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
21,1.62,53.0,1.0,1.0,1.0,Female,1,1,2,1,Sometimes,0,0,Sometimes,Public_Transportation,1
38,1.513202,76.129784,1.630528,0.0,0.0,Female,1,1,2,1,Sometimes,0,0,None,Automobile,4
27,1.84,88.0,2.0,2.0,0.0,Male,1,1,3,3,Always,1,0,None,Public_Transportation,1
22,1.63,53.0,2.0,2.0,2.0,Female,0,1,1,1,Frequently,0,0,Sometimes,Public_Transportation,1
24,1.75,116.0,3.0,0.0,1.0,Male,1,1,1,3,Frequently,0,0,Sometimes,Public_Transportation,5
24,1.848553,121.142535,2.364208,1.931173,0.0,Male,1,1,2,2,Sometimes,0,0,Sometimes,Public_Transportation,5
22,1.757958,94.256547,2.64548,0.0,1.252677,Male,1,1,2,2,Sometimes,0,0,Sometimes,Public_Transportation,4
41,1.8,99.0,3.0,1.0,0.0,Male,1,1,2,1,Sometimes,0,0,Sometimes,Automobile,3
27,1.7,78.0,2.0,1.0,0.0,Male,1,0,3,3,Sometimes,0,0,Frequently,Walking,3
23,1.84995,121.253083,2.041536,0.577063,0.0,Male,1,1,3,2,Sometimes,0,0,Sometimes,Public_Transportation,5
33,1.7,83.199034,1.0,1.198322,0.0,Male,1,1,3,2,Sometimes,0,0,None,Automobile,3
26,1.812259,119.087557,2.715856,0.766007,0.128681,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
22,1.624367,82.0,2.0,0.0,0.459274,Female,1,1,1,1,Sometimes,0,0,Sometimes,Public_Transportation,4
21,1.701584,80.0,2.0,0.922234,1.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,3
22,1.71,51.5,2.0,0.0,2.0,Female,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,0
26,1.62456,111.942544,2.709428,0.0,0.228486,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
26,1.76569,119.841446,2.825629,0.64235,0.714701,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
40,1.65,73.0,3.0,2.0,0.0,Female,1,1,3,3,Frequently,0,0,Sometimes,Automobile,4
26,1.641601,111.868169,2.623489,0.0,0.175694,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
26,1.75,119.087557,2.009796,0.863158,0.071317,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
28,1.789992,113.234349,2.038958,1.579431,0.00133,Male,1,1,1,3,Sometimes,0,0,Sometimes,Automobile,5
26,1.638836,111.571076,2.511399,0.0,0.519905,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
22,1.80733,106.038468,2.501638,0.545919,0.196084,Male,1,1,2,2,Sometimes,0,0,None,Public_Transportation,5
25,1.699793,113.089716,2.173417,0.451078,1.08266,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
24,1.716289,75.970712,2.074048,0.791929,0.444532,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,2
20,1.7,50.0,2.0,0.0,1.0,Female,1,1,3,4,Frequently,1,0,None,Public_Transportation,0
27,1.772449,119.484614,2.835771,0.547515,0.366126,Male,1,1,2,3,Sometimes,0,0,Sometimes,Automobile,5
29,1.835545,129.349471,2.155558,1.998047,0.233314,Male,1,1,2,3,Sometimes,0,0,Sometimes,Automobile,5
22,1.717288,75.0,2.069184,1.0,0.127443,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,2
25,1.819296,115.025361,2.0,0.0,1.58483,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
23,1.786532,97.971598,2.0,0.654316,0.169879,Male,1,1,2,3,Sometimes,0,0,None,Public_Transportation,4
29,1.6,78.0,1.0,0.0,0.0,Female,1,1,3,1,Sometimes,0,0,Sometimes,Automobile,4
30,1.781952,102.523111,1.0,1.926592,0.0,Male,1,1,2,2,Sometimes,0,0,Sometimes,Public_Transportation,5
23,1.781251,80.0,2.01051,0.654316,0.0,Male,1,1,2,1,Sometimes,0,0,None,Automobile,4
26,1.7,105.0,3.0,0.0,0.0,Male,1,1,3,3,Always,0,0,Sometimes,Public_Transportation,4
26,1.650125,111.9307,2.770732,0.0,0.064769,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
20,1.752101,125.117633,1.204055,0.354541,0.862587,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
30,1.673665,109.411622,1.984323,0.525002,0.322307,Male,1,1,2,3,Sometimes,0,0,None,Automobile,5
22,1.694633,75.480764,2.0,0.0,0.166076,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,2
21,1.85,105.0,3.0,1.0,1.0,Male,1,1,3,1,Sometimes,0,0,Sometimes,Public_Transportation,4
26,1.641849,111.950113,2.634342,0.0,0.248218,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
26,1.77,115.347176,2.144838,0.665439,1.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Automobile,5
22,1.73581,133.888629,2.625537,1.501754,0.836151,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
33,1.564568,74.959747,1.074412,1.304291,0.0,Female,1,1,2,2,Sometimes,0,0,Sometimes,Automobile,2
24,1.741139,97.852446,3.0,1.0,0.0,Male,1,1,2,3,Sometimes,0,0,None,Public_Transportation,4
24,1.88,87.0,1.0,1.0,1.0,Male,1,1,3,3,Sometimes,0,0,Frequently,Automobile,1
20,1.748524,128.763843,1.484938,1.618512,0.968151,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
25,1.738717,109.908779,2.617988,0.0,1.339232,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
26,1.624099,110.21734,2.553198,0.0,0.587932,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
26,1.630927,111.993054,2.737091,0.0,0.09776,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
26,1.783901,105.036075,2.868132,0.827506,0.138314,Male,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,4
22,1.77,105.0,2.0,1.0,0.0,Male,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,4
21,1.59,53.0,2.0,2.0,1.0,Female,1,1,2,3,Frequently,0,0,None,Public_Transportation,1
33,1.72,83.0,1.0,1.0,1.0,Male,1,1,2,3,Sometimes,0,0,None,Automobile,3
21,1.748524,133.852432,1.959777,1.510398,0.927341,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
20,1.746411,133.903469,2.774014,1.167856,0.807457,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.63,64.0,3.0,1.0,0.0,Female,0,1,2,3,Sometimes,0,0,None,Public_Transportation,1
30,1.842906,124.805868,2.566629,0.923428,1.119877,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
21,1.71266,75.0,1.844645,0.732186,1.0,Male,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,2
22,1.65,58.0,2.0,2.0,1.0,Female,0,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,1
38,1.661715,79.67793,1.889341,0.990642,0.537659,Female,1,1,2,1,Sometimes,0,0,Sometimes,Automobile,2
21,1.76416,133.843033,1.607531,1.427037,0.902825,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
31,1.84998,122.024954,1.645338,0.854957,0.0,Male,1,1,2,2,Sometimes,0,0,Sometimes,Public_Transportation,5
26,1.640745,111.922491,2.78678,0.0,0.09776,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
30,1.769933,128.114161,2.839069,0.987521,0.714701,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
25,1.632193,104.791035,1.006643,0.017804,0.599441,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.603501,82.403076,2.15157,1.228136,0.828549,Female,1,1,1,3,Sometimes,0,0,Sometimes,Public_Transportation,2
21,1.65,88.126544,2.879402,1.361533,0.0,Male,1,1,2,2,Sometimes,0,0,Sometimes,Public_Transportation,3
21,1.6,56.0,3.0,1.0,0.0,Female,1,1,3,3,Always,0,0,Sometimes,Public_Transportation,1
21,1.615145,68.653347,1.827351,0.562118,0.0,Male,1,1,1,3,None,0,0,Sometimes,Public_Transportation,2
20,1.824432,105.254354,2.781628,2.318492,0.786066,Female,1,1,2,3,Sometimes,0,0,None,Public_Transportation,4
26,1.641098,111.818345,2.550672,0.0,0.20482,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
28,1.856406,120.423567,3.0,1.616882,0.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
27,1.82559,120.860386,3.0,1.427413,0.150969,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
27,1.87,68.0,2.0,1.0,0.0,Male,0,1,2,3,Sometimes,0,0,Sometimes,Walking,1
27,1.57,60.0,2.0,0.0,0.0,Female,1,0,2,1,Sometimes,0,0,Sometimes,Public_Transportation,1
26,1.62495,111.933152,2.625537,0.0,0.269577,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
28,1.706525,102.592171,1.0,1.995582,0.930836,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
22,1.629225,82.0,1.228838,0.0,0.630866,Female,1,1,2,2,Sometimes,0,0,Sometimes,Public_Transportation,3
21,1.751067,137.796884,2.184707,1.978631,0.91336,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
28,1.75,78.0,3.0,2.0,0.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Automobile,3
38,1.71367,75.948164,2.803002,1.0,0.881848,Male,1,1,2,3,Sometimes,0,0,Sometimes,Automobile,2
22,1.766547,52.058335,2.95311,0.0,0.076094,Male,1,1,2,3,Frequently,0,0,None,Public_Transportation,0
29,1.673491,90.0,2.868679,1.931829,0.0,Female,1,1,2,2,Sometimes,0,0,Sometimes,Automobile,4
20,1.76,55.0,3.0,2.0,0.0,Male,0,1,2,4,Sometimes,0,0,Sometimes,Walking,0
25,1.607182,102.874549,1.000536,0.00342,1.0739,Female,1,1,2,3,Sometimes,0,0,None,Public_Transportation,4
26,1.642098,111.830924,2.70485,0.0,0.200122,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
31,1.842812,91.059595,2.205633,0.922739,1.402414,Male,1,1,1,3,Sometimes,0,0,Sometimes,Automobile,3
22,1.87407,121.277832,1.970508,1.144076,0.0,Male,1,1,2,2,Sometimes,0,0,Sometimes,Public_Transportation,5
25,1.72692,104.97003,1.483856,0.046836,0.737226,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.733383,131.877558,1.2751,1.68249,0.619235,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
22,1.717722,51.552595,2.442775,0.463891,2.0,Female,1,1,2,3,Frequently,0,0,None,Public_Transportation,0
22,1.849507,121.284533,2.0,1.19102,0.0,Male,1,1,2,2,Sometimes,0,0,Sometimes,Public_Transportation,5
28,1.738465,86.002736,1.844645,1.327193,0.0,Female,1,1,2,3,Sometimes,0,0,Sometimes,Automobile,2
26,1.631547,111.267334,2.72005,0.0,0.199227,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
27,1.828391,120.998266,1.347559,0.463949,1.444532,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
21,1.61,67.0,2.0,1.0,0.0,Male,1,1,2,1,Sometimes,0,0,None,Public_Transportation,1
22,1.717037,82.0,2.0,0.919388,1.286844,Male,1,1,1,1,Sometimes,0,0,None,Public_Transportation,3
24,1.849425,121.310257,2.824559,1.427413,0.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
23,1.68,90.0,2.0,0.0,2.0,Male,0,1,2,3,Sometimes,0,0,Sometimes,Walking,3
24,1.796415,117.93329,2.949356,1.392026,0.0,Male,1,1,2,2,Sometimes,0,0,Sometimes,Public_Transportation,5
26,1.640741,111.927001,2.61939,0.0,0.096576,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
22,1.77,75.0,2.0,3.0,2.0,Male,0,1,3,3,Always,0,0,None,Public_Transportation,1
37,1.75015,118.40174,1.179942,0.693732,0.0,Male,1,1,2,2,Sometimes,0,0,Sometimes,Automobile,5
24,1.738836,133.166595,2.879402,1.579431,0.723154,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
33,1.7,85.0,2.0,1.0,0.0,Male,1,1,2,3,Sometimes,0,0,Sometimes,Automobile,3
26,1.632983,111.946655,2.737091,0.0,0.037078,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
23,1.6,60.0,2.0,0.0,1.0,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,1
34,1.65731,90.0,3.0,1.0,0.0,Male,1,1,2,1,Sometimes,0,0,Sometimes,Automobile,4
20,1.76,90.0,3.0,1.0,0.0,Male,0,0,3,3,Sometimes,0,0,Sometimes,Public_Transportation,3
39,1.560199,80.0,2.0,0.0,0.0,Female,1,1,2,3,Sometimes,0,0,Sometimes,Automobile,4
25,1.627532,109.984263,1.512035,9.6e-05,0.465607,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
25,1.622771,104.988082,2.770125,0.0,0.492394,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
22,1.7,52.0,2.0,2.0,1.0,Female,0,1,3,3,Always,0,0,Sometimes,Public_Transportation,0
21,1.729045,131.335786,1.657541,1.728332,0.939982,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
24,1.709561,100.624553,1.0,1.0,0.0,Male,1,1,2,1,Sometimes,0,0,None,Public_Transportation,5
21,1.640741,130.927138,1.94595,1.997529,0.947884,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
23,1.65,80.0,2.0,2.0,2.0,Female,1,1,2,3,None,0,0,Sometimes,Public_Transportation,2
38,1.660446,75.399191,2.0,0.572877,1.413375,Female,1,1,2,3,Sometimes,0,0,Frequently,Automobile,2
32,1.793451,102.686239,1.927976,1.910577,0.98468,Male,1,1,2,2,Sometimes,0,0,Sometimes,Public_Transportation,3
26,1.634894,111.886611,2.774014,1.982541,0.662277,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.7,75.0,2.721769,1.82434,1.157466,Male,1,1,2,1,Sometimes,0,0,Sometimes,Public_Transportation,2
23,1.690196,99.790579,1.0,0.0,1.657098,Male,1,1,2,1,Sometimes,0,0,None,Public_Transportation,5
22,1.61,62.0,3.0,1.0,1.0,Female,1,0,3,3,Sometimes,0,0,Sometimes,Public_Transportation,1
23,1.63,53.0,2.0,2.0,0.0,Female,0,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,1
40,1.5,62.0,2.0,0.0,0.0,Female,0,1,2,1,Sometimes,0,0,Sometimes,Automobile,2
23,1.763215,120.751656,1.833635,0.788659,0.0,Male,1,1,2,3,Sometimes,1,0,Sometimes,Public_Transportation,5
32,1.701387,103.743534,1.0,1.980401,0.0,Male,1,1,2,2,Sometimes,0,0,None,Public_Transportation,5
20,1.744319,126.460936,2.836791,1.546179,0.729722,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
30,1.788239,124.704781,1.515183,0.886602,0.534553,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
24,1.65,100.84763,1.003563,0.001297,1.0,Male,1,1,2,1,Sometimes,0,0,None,Public_Transportation,5
25,1.829142,114.254278,2.136159,1.110215,0.0026,Male,1,1,2,3,Sometimes,0,0,Sometimes,Public_Transportation,5
26,1.643332,111.884535,2.623489,0.0,0.094213,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.65,80.0,2.0,0.463949,1.0,Male,1,1,2,1,Sometimes,0,0,Sometimes,Public_Transportation,3
26,1.62495,110.804337,2.70485,0.0,0.425473,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
21,1.746516,133.963349,2.835622,1.501754,0.928972,Female,1,1,3,3,Sometimes,0,0,Sometimes,Public_Transportation,6
